AAVE Sentence,Predicted SAE Translation,Target SAE Translation,BLEU Score
and its funny then their children later on,ironic and where are are,ironic then their children,0.0456496931223525
ran away somewhere and they were by [UNK],away and and they were new,away somewhere and they were by themselves,0.2126348205471515
i switched my major up soon as i took them classes im like oh my stomach is,watchin my portfolio as as as i took them clothes right think like my hands is,switched my major as soon as i took those classes i realized oh my stomach is,0.09709183621113802
yeah the spring semester of my senior year,the right thing of my senior year,the spring semester of my senior year,0.4347208719449914
some of em,of them,of them,0.2213885886251307
you sposta uh,are supposed to,are supposed to uh,0.41252121275142684
mkay so lets back up and talk about rdname2 cause i know thats,to talk back up and talk about rdname2 because i know that,so lets back up and talk about rdname2 because i know thats,0.7102992180127422
you dont know nothing about football around here its like a,dont know anything about bad around here its like a,dont know anything about football around here its like a,0.6580370064762462
chase your [UNK] like chase what you wanna do,your lip to to you want to do,your [UNK] chase what you want to do,0.3655552228545123
you can beat em all up have you ever [UNK] them all,can beat them all up we you ever received them all,can beat them all up have you ever [UNK] them all,0.4497332084013506
is,is,is,1.0
all these girls with like the huge [UNK] like [UNK] everything like i i dont know i just dont wanna do that,of these with like he youth people to high like i i dont dont know i just dont want to do that,these girls with like the huge [UNK] like [UNK] everything like i i dont know i just dont want to do that,0.5041350242010638
so you gonna make okay if everybodys pulling they own [UNK] up by their [UNK] does that mean theyre gonna start making their own boots,youre are going to make it if their is everybodys by and by kids cupcakes that that means they way they to start affordable their own,you are going to make okay if everybody is pulling themselves up by their [UNK] does that mean the are going to start making their own boots,0.1327605660886555
come in,come in,come in,0.2213885886251307
stop you gotta wait until after hes done laughing,you got to leave until after years years,you have to wait until after hes done laughing,0.07475095167059852
or ill like thank the,am relate to the the,would like to thank the,0.05428693985879238
f in family living first time,in some congress in time time,in family living the first time,0.044706344276931285
oh dang,understand up,[UNK],0.0
cause i get people that um,i get people that,i get people that,1.0
did yall know like the big deal behind [UNK] obama,you all know the the big deal of to,you all know like the big deal [UNK] [UNK] obama,0.21745957366991156
and like i dont wanna stay in eleventh grade,like i dont want to stay in eleventh grade,like i dont want to stay in eleventh grade,1.0
and i dont feel like doing no work then he start [UNK],feel like doing no about and hes started rocks,feel like doing any work then he starts hollering,0.1444977144915524
do i wanna go to the program,i want to go to program,i want to join the program,0.25119835939119545
they said its its some its some white people,said its the from are people white people,said theres theres some theres some white people,0.07882588442342651
somebody gonna wanna me different oh ima wear black because just because,are is to want me of im going to want with of because,that wants to be different oh im going to wear black because just because,0.10238423979266931
the album [UNK] one with like the [UNK] type dress,especially is one with like best to i,album [UNK] dress with the [UNK] dress,0.028599617161713803
and im seeing like damn i gotta do community service and this gentrification,im paying like since got to do some every and this,im seeing damn i have to do community service and this gentrification,0.07087531382784923
and i was like this might be fun i just wanna like get back to this i started off doing black hair shows,i was like this ghost are different i just want to like get back to this i started like with black hair and them,i was like this might be fun i just want to like get back to this i started off doing black hair shows,0.5513251122859945
cause i be like do i have a rochester accent and theyre like,i like do i have a rochester accent and they like,im like do i have a rochester accent and theyre like,0.6989307622784944
we ask if she wanna play,ask ask if she want to play,would ask if she wants to play,0.24279161784109232
[UNK] black people kill black people all the time,people around the people are are the time,people kill black people all of the time,0.0847039252508118
in in a world and its,a class and,a world with,0.07249749990681824
and then we got a new place and thats where we at now,then we have a new place and thats where we are,now we have a new place that is where we are located now,0.3912360608928473
we dont wanna be here honestly so uh we [UNK] to like [UNK] the [UNK],dont want to be in even so we need to like to to,dont want to be here honestly so we [UNK] to [UNK] the [UNK],0.23901088824528133
i be trying to either get too deep into [UNK] and stuff i be listening to it,talk to do a with a and play to do to,try to get deeply into [UNK] i listen to [UNK],0.02568481047180467
and i thought i was gonna get killed and one day i was on my way from home,i thought i was going to get money and one day i was on my way at home,i thought i was going to get killed and one day i was on my way from home,0.7276817202342092
so no i dont wanna go im good im fine,im i dont want to go to a i no,no i dont want to go im good im fine,0.42728700639623407
this my this is my week to just chill,my this dad is my sister to just relax,is my this is my week to just [UNK],0.10948444086272945
say like three years ago,say say three any years ago,would say about three years ago,0.11556377708900069
dont fucking ask me shit if you scared,dont not fucking me me if you would only,do not speak to me if you are scared of me,0.1314659489156907
um it was like it gave me a opportunity to know different colleges cause i didnt know it was a college named [UNK],it was like it gave me an opportunity to know different places i i didnt know it was a college,it was like it gave me an opportunity to know different [UNK] because i didnt know there was a college named [UNK],0.589466601275586
[UNK] him when you wanted to like,when when you wanted to like,him when you wanted to like,0.7598356856515925
and the man who cut down trees,man who stayed the,man who cut down trees,0.13100905001347277
right off of pennsylvania you know where the dunkin donuts is,off of pennsylvania you you know where the dmv is is,off of pennsylvania do you know where the dunkin donuts is,0.3508439695638686
if you want little girls cause i kept on saying i want little girls they say you know what you want little girls,you want a girls i want on valdosta i want any i want want what know what you want any,you want young [UNK] i kept on saying i want young girls they said you know what you want young girls,0.16682348573173778
they always be running around be,were always be around,would always run around,0.07258113984652705
she dont mess with me she tell me to sit down and i sit down,does not helping with me she tell me to have down and i sit down,does not mess with me she tells me to sit down and i sit down,0.391295029958458
and upon the end of the day,im the end of the day,by the end of the day,0.7598356856515925
[UNK] in georgia its pretty much,in in rochester its is pretty,is in georgia it is,0.044706344276931285
hustle basically,and,basically,0.0
i dont k i dont think i give anybody that,dont hardly i think that that was,dont think i give anybody that,0.04576302950377294
you know people dont expect you to be a professor you think professor you think of a old white man you know you dont think of a black woman with,know you you do you judge you to be a boy more think i you dont they a everybody everybody times you with do not think of a black,understand that people do not expect you to be a [UNK] you think [UNK] you think of an old white man understand you do not think of a black,0.2745762486209681
or did yall meet here at the club,did you all to at the boys,did you meet here at the club,0.1158794880657409
it was uh,was,was,1.0
then he started messing with the girl rdname2,he started helping with girl that,he started dating the girl rdname2,0.10754421249521595
but there was drug needles,there were drug needles,there were drug needles,1.0
youre [UNK] to see a dude like [UNK] out in [UNK] or whatever just standing on the corner he looks nice he looks,not to see a example like out in dc to hold just is out the bench he came he came,likely to see a guy wearing lots of [UNK] or whatever just [UNK] on the corner he looks nice he looks,0.073716851615694
it [UNK] its [UNK] sometimes,located up interesting up,[UNK] its [UNK] sometimes,0.0
and i was ta he was tryna talk to one of my little friends,i was thinking he was trying to flirt to my of my little,i was [UNK] he was trying to flirt with one of my friends,0.3706866381788037
and by the time i got um,by the time i got,by the time i got,1.0
[UNK] a light,a smaller,a light,0.06754436142034707
you not gonna be,not going going to be,not just going to be,0.32184424080043433
eight nine you know i was like i been wanted a little brother little sister,because you know i was feeling i been i a little brother little sister,nine you know i was like ive long wanted a little brother little sister,0.44534504264163466
one of em was uh,of them was named,of them was uh,0.43146827293898643
and like we just learn how we doing we figured how to do how to go rugby this this and that and we was outside playing it,like we just happened how are doing we start how to go how go go how i this that and were were here it,like we just learn how were doing we figured how to do how to do rugby this and that and we were outside playing it,0.09431152369949136
like im just gonna chill just out there,like to bridge just out there,plan to just relax out there,0.11556377708900069
cause i was you know in the store like i didnt have to pay for this,i was you the store like i didnt have to pay for this,i was in the store saying i didnt have to pay for this,0.5659119256652702
you going to that school like youre just going to this school that school,are you you youre just going school youre youre,attended that school youre attending this school attending that school,0.05656357298255072
shit like that,that,that,1.0
cant wait,wouldnt let,cannot wait,0.0
its like the [UNK] area of rochester like,the the chocolate just rochester like,like the [UNK] area of rochester,0.049475702907177795
you felt the need to give put her in the bed that i [UNK] in so [UNK] i wanna bring her up around you,lived the need to give her her in the i that i re in so if i want to bring her up up,felt the need to give put her in the bed that i [UNK] in so [UNK] i want to talk about her around you,0.21496419037514508
by my tenth grade i had [UNK] out all the [UNK] classes at my high school,my third grade i had to to the the the shows to at my high school,my tenth grade i had [UNK] out all of the [UNK] classes at my high school,0.23578316044531802
he told his mother what to do,his his my forestville was do,[UNK] told his mother what to do,0.03784310341709043
[UNK] we we in here lets see what else um,we in in to see what else,its going good lets see what else um,0.16738117723186785
say if,me if,say that,0.0
he he is like that i try to leave him from time to time,he he he to to leave to leave him from time to,is that way [UNK] i try to get away from him,0.026380696981716002
cause they gonna make more money off of that,they are going to make money money of of that,they are going to make more money off of it,0.42728700639623407
more people that was under me and stuff like that,people that were about me and stuff like that,people that were under me and things like that,0.2123795387156078
his his father went up there,his went up in julia in,father went up to [UNK] apartment,0.09717716588732002
i dont think i i dont have to think about it i feel like i know why they gave me a hard time,dont think about dont think to think about it i feel like i know why they ask me a letter,dont think i dont have to think about it i feel like i know why they gave me a hard time,0.5585569389421673
mm you have,have,have,1.0
i tell ya its its about to get extra random cause,tell you all about about to get money food,tell you its its about to get extra random because,0.1625889542260942
i feel like ima be nervous,feel like im will be dressed,feel like i will be nervous,0.1374292659508281
its no its all ages cause its [UNK],it is on of can its no,it [UNK] all ages because there are [UNK],0.028051604056085533
it aint no fun we cant get outside and get no fresh [UNK] until three oclock and i dont like that and im not,wasnt not places we cant get out and get any types and up three times and i dont like that im im not,isnt any fun we cant get outside and get any fresh air until three oclock and i dont like that and im not,0.2823146987385491
i was selling weed and selling,when and,weed and,0.06754436142034707
and how great i was and i dont need to do this and thats why i dont [UNK],how long i was and i do do need to do this and thats why i dont,how great i was and how i dont need to do this and thats why i dont curse,0.5522027108670324
its a study hall where you go to study at,a student accent where you go to study at,a study hall where you go to study,0.4671379777282001
i felt [UNK] cause i didnt get the [UNK] part,felt because because i didnt get the questions to,felt [UNK] because i didnt get the [UNK] part,0.4671379777282001
mmmm nope i was there since sixth grade,i was there grade,i was there since sixth grade,0.28121359314978844
didnt really want they didnt wanna coach girl they didnt wanna coach girls basketball it was just the principal said,really want they didnt even to ask for they didnt want to to basketball it was just the same,really want they didnt want to coach girl they didnt [UNK] coach girls basketball it was just the principal said,0.42195777059677314
twelve oclock some,nine years,around twelve oclock,0.0
craziest feeling in the world,afford lunch world in the neighborhood,the craziest feeling in the world,0.10754421249521595
they got into it my moms like alright we moving,have into lot my mother like alright,had a disagreement my moms like alright were moving,0.06814441179181165
f i got a c plus,have a tatoo when,got a c plus,0.061033220311973134
ts oh yeah cause you he cause its a lot of things like as i grew up,yes because i he he a lot of things like as i grew up,yes because you because its a lot of things like as i grew up,0.6450001140844255
like why would you,would you would,would you do that,0.15174681566793558
she got her [UNK] i think at [UNK] university,has her to i think at to,received her [UNK] i think at [UNK] university,0.1798627802065924
its not a set plan its,not not hundred yet its,had a set plan,0.0
because i know he got a a situation too going on right now,i know he got a a brother for is on right,i know he has a a situation too going on right now,0.15580609711244445
like just stay at one school,relax at one school,stay at one school,0.43146827293898643
and i get like a you know like a certain grade point average i think you can have it,i like certain time point like high was you can have it fight to,get a certain grade point average i think you can have your car,0.10715098998105906
we aint have one this time,arent have have one this time,will not have one this time,0.5081327481546147
stuff started shutting down,up da,started closing,0.0
like [UNK] [UNK] everything,wow through to,[UNK] [UNK] everything,0.0
no we gonna throw out and her and i literally talked like he wasnt s,we are going to throw out and her and like he wasnt,we are going to throw [UNK] we literally talked like he wasnt s,0.39011036472564187
is finna be twentyone,going to be affordable,going to turn twentyone,0.16821895003341453
how about new kids any any way or anything that a person has to do to join your group of friends,about a your with with do with other we to do to kill your hands of friends,about new kids [UNK] there anything a person has to do to join your group of friends,0.10445412139194518
i dont really know if i count though cause i really tried,do really know if i decided because because i really gave,dont really know if i count though because i really tried,0.33932513407933634
and whoever be the last one,there a the only one,whoever is the last one,0.05428693985879238
they had to go find the people in,to go down the the people neighborhood in,to go and find the other players,0.07882588442342651
or gave it to the cashier,when elses give it to to the,she could have given it to the cashier,0.09348239166536759
well the person who [UNK] th the his face um is this the one you call it,the person who lived their face and of last that is it the you,the person who hides their face is the person that calls for hide and seek,0.12218581303359262
both of yall just p,of you just,of you just p,0.41252121275142684
uhhuh and how old are you,and how do are you,and how old are you,0.17141814854755813
what grade youre in,yes youre you all,grade are you in,0.061033220311973134
oh no i had economics like,no i had had,no i had economics in,0.33602782883534926
[UNK] between fourteen and eighteen im,throught and then im,fourteen and eighteen i,0.061033220311973134
well i guess that was a pretty bad time huh,i guess that was a good part time,i guess that was a pretty bad time,0.5410822690539396
cause all we we didnt have like,all we did did not have a,all we we did not have like,0.26089657223083
and thats been people have hang out,thats been to have hang out out,thats [UNK] [UNK] have been hanging out,0.04576302950377294
and then they start talking about [UNK] and something and im like what the fuck is a [UNK],then they start speaking about to and something and im am what is fuck is a,then they start talking about [UNK] and something and i think what the fuck is a [UNK],0.17687791006688375
it mighta been third grade you know what it mighta been third grade,did have been helping grade i know what deal is been been grade,might have been third grade you know what it might have been third grade,0.06664649565610524
with [UNK] and i work here but we actually [UNK] those [UNK] she has her youth come and [UNK] with us and do,with and i work here then we are like to because she made her who to and talk with us and work,youth and i work here but we actually [UNK] those [UNK] she has her youth come and [UNK] with us and,0.17509131039045966
um at rdschool4,sixth,rdschool4,0.0
that was my biggest background was poetry,reaction friend,biggest background was poetry,0.0
thats what a lot of,what a lot of,how a lot of,0.43146827293898643
and a lot of them be like oh im not from here im from here,a lot of them and not oh im not from the i from here,a lot of them are like oh im not from here im from here,0.39073802494525
yeah lets go to rdaddress2 whispered,i’ll go to the,lets go to rdaddress2 whispered,0.13100905001347277
but um thats,thats,thats,1.0
he got a car,has a car,has a car,0.5757197301274735
i grow my hair because one i was like you know growing up black you d we always keep your hair cut,barely my hair when one i was like you know up up off you always had hid any hair,grow my hair because one i was like you know growing up black you would we always keep our hair cut,0.27942449484953946
we went to [UNK] he [UNK] us,went to jefferson young and was us,went to the [UNK] he [UNK] us,0.09068059995923879
ive g i you know its so funny its this is a memory thats good its so funny that you just said this,sorry i have know its so is this is a big thats is is so funny you just said this,g i you know its ironic its this is a memory thats good its ironic that you just said this,0.20313747122261766
he brown skin,he,brown skin,0.0
we did like,did like,did,0.06754436142034707
talk,talk,talk,1.0
we try to take him out front he wouldnt come out front,are to take him out of he us kids we would come out us house of paper house,try to take him out front of the house he wouldnt come to the front of the house,0.1690653646485627
like this neighborhood,example this,example,0.06754436142034707
jj wanted to um where one of them dresses like that,to to um where one lot of,wanted to um where a dress like that,0.16738117723186785
to theyre like some [UNK] they have these [UNK] [UNK] im like you,hands they all to they i not to,brother have [UNK] political [UNK] and are [UNK],0.0
he h he saw a lot what i face,is he lot what a i,saw a lot of what i face everyday,0.03809446071434076
no i gotta hold myself [UNK] i still got this,i have to do myself in i still have this,i have to hold myself [UNK] i still got this,0.17599531690857192
they beefing over he say she say,enough over he say she say,arguing over he say she say,0.7598356856515925
then it turned to like a hundred,it comes to like a weirdo dollars,it turned to about a hundred,0.042587297623443834
most of my family put up [UNK] of my little cousins and all that so i can see em,of of of at up to my little mom and all that i that so see,because my family [UNK] [UNK] of my little cousins and other things for me to see,0.04793496145009402
and then uh math you had to basically apply,then your i had to sometimes,then math you had to basically apply,0.09103421049495312
yeah i would say,i would say,i would say,0.5757197301274735
cant really link up how you used to but that dont mean we not close,really up how how used to but that doesnt not mean we are not close,hang out like you used to but that does not mean we are not close,0.4920274515385508
since my mother the [UNK] president,my mother gets separated attitude out,my mother is the [UNK] president,0.09717716588732002
got [UNK] in some type of [UNK] situation and im not sure how [UNK] that is but,shot have some type of restaurants but and im not sure how are that is but,women in some type of [UNK] situation and im not sure how true that is but,0.3767471803151817
i saw the world around me but it was just like i dont wanna participate in that so ima just stay in my bubble,saw the world of me but it was just i i dont want to stay in that so i just to in my kitchen,saw the world around me but it was just like i dont want to participate in that so im going to just stay in my [UNK],0.35193437673712274
we get work we work for them [UNK] of like syep,get work to work those to,get [UNK] work for them instead of syep,0.032033495455712595
they were none of our none of the our age,were any to our any from of,were [UNK] of them were our age,0.042587297623443834
and i was like oh this is cool whispered and its stuff that like,i was like oh this is nice and and its from that like,i was like oh this is great whispered and its stuff that like,0.4703709593866897
is he gonna,he going to,he going to,0.5757197301274735
for wha,what,what,1.0
lot of white friends lot of white girlfriends and all yeah,of white congress than of white congress and all yes,of white friends lot of white [UNK] and all yes,0.18911927569170678
if my mother want me to go,my mother want me to go,my mother wants me to go,0.293945703509473
and actually the guys like nah man,thats the other like,actually the person says no,0.04753271977233425
anything special you do,not understand care with,you do anything special,0.0
only thing that separate em is the boys and girls club,thing thing that provided and boys and and boys there history and that club,only thing that [UNK] the neighborhoods in a beef is the boys and girls club,0.05744927458878387
i aint his girlfriend yet,not my girlfriend gto,not his girlfriend yet,0.07258113984652705
some of em go home,of them goes home,of them go home,0.18616487055295167
yeah i love your hair,i love your hair,i love your hair,1.0
in front of me theyd be shy,front of me band they are an,front of a crowd they get [UNK],0.09068059995923879
just chill,relax,relax,1.0
when i actually ended up getting locked up im like okay like you gotta keep your [UNK] about yourself because you know how,i dont ended up getting in up i like okay like you have to to your academic about tell you know how,i actually ended up getting locked up im like okay like you have to keep your [UNK] about yourself because you know how,0.333090079345647
mmhm and so like so [UNK] but just,so so so r to,so like i was so [UNK] but just,0.029793304282441858
and they do the same thing,they do the same the same thing do the,they do some of the same things that they [UNK] others for doing,0.057317469098391804
okay nah no you need to you need to take some time figure out what exactly you want to do in life,no no need to you need to take your time once out what else you want to do in your,no you need to you need to take some time figure out what exactly you want to do in life,0.46096034934979274
you could spot somebody from the east side if theyre on the west side and if youre on the west side you can spot somebody on the east side its,could consider somebody from the east side if if on the chants side and if youre on the nfl side and can the somebody on the wrong side bill,could recognize somebody from the east side if theyre on the west side and if youre on the west side you can identify somebody on the east side its,0.40101980029129386
he ran [UNK] the field like [UNK] like really fast and he like literally,he away the entire he to really going he like,ran across the field [UNK] really fast and he like literally,0.06128134109992247
its so easy its so easy and i got they got at least,so are its so he and got into got least least,so easy its so easy i got they had at least,0.06527078148671275
i dig that,understand,understand so,0.36787944117144233
neighborhood beef stuff,are good,disagreement,0.0
he need to take you to dinner yall need to go on a [UNK],needs to take you to to you to have to go on a church,needs to take you to dinner you two need to go on a [UNK],0.45723134461864345
so what are yall ages,what are you all to,what are you alls ages,0.29950981436291046
you know what i mean it im,you understand it i mean it i,you know what i mean it,0.20748340713083765
and im like [UNK],im like hey,im like stop,0.21177974141341938
stay in the house and cook,was in the house and say,stay in the house and cook,0.5081327481546147
uh like college,college,college,1.0
and me and him are only seven months,and and and and are only seven fighting,older brother and i are only seven months apart,0.15654710656059528
it wasnt too much [UNK],wasnt not too much thing,was not too much [UNK],0.29950981436291046
where people that get abused and stuff go,people that get other,people that get abused go,0.33602782883534926
its a hood on hood situation,whole on on that,hood thing neighborhoods against other [UNK],0.0
i said if you get a bowl you dont have to pay,said if siblings you get a education you dont not have to pay,told her if you get a bowl you do not have to pay extra,0.27576989477711045
eh yeah like it and [UNK] i have this i kind of came up with this whole [UNK] that one in every five friends that you may have probably know,like have a i kind of this up with this sauce guy that that and the grade done in one will have to know in with you,i have this i kind of came up with this whole [UNK] that one in every five friends that you may have probably know me or,0.09843842302027049
[UNK] story i had was,leadership i models and,most touching story was,0.0
because we have like the so called honest kids,we have like motherfucking to kids kids in,we have the so called honest kids,0.07882588442342651
what do you wanna be when you finish school,do you want to be when you finish school,do you want to do when you finish school,0.5969491792019646
that gets to a lot of us,gets to lot of us,[UNK] a lot of us,0.29950981436291046
i get you,will you,understand you,0.06754436142034707
[UNK] them [UNK] people do the same thing,to same to do the same thing,the [UNK] people do the same thing,0.41113361690051975
again i mean just s still thinking of the teachers that ive had ms rdname3,i mean just say like of the team that i had rdname3,i mean just still thinking of the teachers that ive had ms rdname3,0.13771619438474478
youre gonna be my advisor yeah ill be your advisor okay so i,going to be my close yes right be your friends okay so i,going to be my advisor yes ill be your advisor okay so i,0.3200286101270289
i dont do nothing but just go to peoples house and say trick or [UNK],dont do anything but just to people and say to,dont do anything but go to houses and say trick or [UNK],0.2658156069371863
if it happen outside of school its different,it elses out of school school its is different,we hang out together outside of school that is ok,0.06726580344082496
i was in fourth grade literally like a week and they come up to me and are like,was in tenth grade then right a sister and they come up to me say,was in fourth grade literally like a week and they came up to me and are like,0.11494706818605227
and at the time he was actually staying with us too and i remember them coming home one day,at the time he was doing with with us too and i remember them to home one day,at the time he was actually living with us too and i remember them coming home one day,0.6031612036218008
mmhm so like an [UNK] kind of thing,so like of an kind of,so kind of like an [UNK],0.1221938169885604
but i dont even,dont even,dont,0.06754436142034707
would you trip ay would you trip if um,you are thats you to you meet what,you think its [UNK] would you think its crazy if um,0.023375305086586123
so this uh [UNK] came,this is,this [UNK] [UNK],0.04096772609215166
we had j we was just walking you know me i stopped there and im like ooh lets go in here,had to we were just used to know me i was there and im like to go in the,had j we were just walking you know me i stopped there and im say ooh lets go in here,0.1594389471893387
he work for home [UNK] thats all i know,does for at he thats all i know,works for home [UNK] thats all i know,0.3655552228545123
rdname2 still at the basketball court,still at at the basketball,is still at the basketball court,0.29161486649173707
and um people from the neighborhood was in the bars,he people from the neighborhood was in the nfl,um people from the neighborhood were in the [UNK],0.3549481056010053
the little teen go go,little go go,teen gogo,0.0
pretend i dont know it and you telling it to me okay,i dont know it and you you to me something,i dont know it and tell it to me okay,0.4518010018049224
so he still need a,he still needs a,he still needs a,1.0
it got some marbles with it,was some months each,has marbles with it,0.0
oh so when yall moved to florida you had your tell me [UNK] your house in florida cause i never knew you lived in florida,so when you all moved to florida you had your mother me to to mother in that because i never knew you one in nineteen,so when you all moved to florida you had your tell me [UNK] your house in florida because i didnt know you lived in florida,0.41447807343592696
cause its its real,its its,its real,0.06754436142034707
eighth street over on the northeast side is way different,right over on the neighborhood side are changing different,street over on the northeast side is very different,0.16418110161559327
yeah cause we had um,because we had,because we had um,0.41252121275142684
yeah totally totally,theres a,totally totally,0.0
okay yeah so,yes so,yes,0.06754436142034707
it would be [UNK] and my mom dont have the money for it,would be exciting and my mom dont have the money for it,would be [UNK] and my mom doesnt have the money for it,0.46595384151899627
rdname3 i cant even think of her last name now just [UNK] my mind sorry,i cant even think of her last name or just was be my mind,i cant even think of her last name now it just [UNK] my mind sorry,0.536066437619863
he he do [UNK] work,he does to,does [UNK] work,0.07249749990681824
oh you played how do you play marbles what can kind of games,you played how do you play soccer what can of games,you played how do you play marbles what kind of games,0.5348259312838877
why i look,i i look,do i look,0.21177974141341938
the germs and all that you you,all the understand the you you,believe it kills germs and more,0.0
im like,said,thought,0.0
like as far as cycles and bras and this and [UNK] [UNK] and,as as away far away and this that to in,as far as menstrual [UNK] and bras and [UNK] [UNK] and,0.030016993094059682
coming up,up,up,1.0
in dc,in in,dc,0.0
[UNK] call that thing you have to take your rope and you put it on one feet and you take that one and [UNK],was you have that thing are have to take your mouth and youre it on one and you that one and you,do you call that thing you have to take a rope and put it on one feet and take that one and [UNK],0.15161941489247682
brothers and sister cause,and say because,and sister because,0.08621454270909737
cause rdname1 gonna be at college,rdname1 going to be at college,rdname1 going to be at college,1.0
over there it was right behind [UNK],there it was right to months to,there it was directly behind [UNK],0.19308506685901675
did they [UNK] obama,they tag to get sometimes housing housing,they do to obama what they did to tupac,0.0289183247397078
it it was it is,was it it is,is was it is,0.2213885886251307
i love my brothers because they funny,love my and and they funny funny,love y brothers because they are funny,0.042587297623443834
um do you have a favorite teacher,you have a favorite teacher,you have a favorite teacher,1.0
[UNK] [UNK] playing in it,to in in the,[UNK] starred in it,0.061033220311973134
and im like man,im think hey,i said man,0.0
tryna find a job,to find a job,to find a job,1.0
your phone [UNK],phone your,phone is dead,0.04096772609215166
i aint really,am not really,have not really,0.21177974141341938
trying to feed,to door dissect,to stay fed,0.07249749990681824
she didnt have a car who was gonna drive there,didnt have a car who was going to give there,didnt have a car who was going to drive there,0.7825422900366437
thats why i spend a lot of time to myself,why i get the lot of time to to,why i spend a lot of time alone,0.18169625671445833
and they found the gold,they made the,they found gold,0.07249749990681824
you right there,are behaving there,are right there,0.08621454270909737
i was waiting on that too when i gain weight,was looking on that with of when i asked him,was waiting to work out again too when i gain weight,0.05702871379988104
so do yall like [UNK] against each other in the games or yall usually play together,you you all like to other other in or games you you get get together,do you all [UNK] against each other [UNK] game or do yall usually play together,0.04863818769664761
sigh that is some pretty good conversation though,that are a good for,we had a great conversation,0.0456496931223525
cause i know how you can take like look yall shut up i know how you can be,i know how you can take up look you want up i know how you can be,i know how you can take like look yall shut up i know how you can be,0.6419752245682109
cause she was mad,she was helping,she was mad,0.21177974141341938
if you out of state,you out of state,youre out of state,0.43146827293898643
shes her close to hitting that thirty year [UNK] point,her close to keep congress year talk,her close to the thirty year [UNK],0.20748340713083765
and thats how i [UNK] it like,thats how i understand it to,thats how i understood her [UNK],0.23376641384792204
be a [UNK] [UNK],a to,an [UNK] [UNK],0.0
my [UNK] gone,hands there there,[UNK] is gone,0.0
trash in the trash can that make me mad right there,in the front and that make me mad right there,in the trash can that makes me mad right there,0.32466791547509893
just [UNK] left and right,on the right,left and right,0.07249749990681824
say i forgot,am want,forgot what you say,0.0
think he got locked up when,think he have in up when,think he got locked up when,0.1374292659508281
a old [UNK],old attitude,old mentor,0.06754436142034707
mother sent away he had about eight or nine [UNK] and they all different kind,he he he had about and and theyre shoes to they all all of times,sent away he had about eight or nine [UNK] and they are all different,0.09979838560926617
like oh he new f he a new face im not a new face but its just that,like a he got not he new white but,not like they are seeing a new face,0.03639174582593262
they aint let the um preacher d,are not let the um,would not let the preacher die,0.24521789586759227
you was tryna be sh i saw you [UNK] that [UNK] right there,were not to be im i saw you cutting to to there,were trying to be sh i saw you throwing that [UNK] right there,0.13319472522953685
and it made me realize man the community i was in theres fifteen [UNK] with guns,it made me understand because community i was in gentrification laugh about with,it made me realize the community i was in there were fifteen [UNK] with guns,0.24794277351227223
so i get out my car,i get out my my car,i get out of my car,0.293945703509473
you know she [UNK] me to keep going,she was me to going,she [UNK] me to keep going,0.11801586795186178
[UNK] you,to,you,0.0
for sure oh ooh my gosh thought she was gonna say more than that,example no my my parents because was to was going to say more than that,sure oh ooh my gosh i [UNK] she was going to say more than that,0.41374412020518814
like some that you know of like some hood beefs,that that you know that that class,some that you know of like some [UNK] disagreements,0.1450990433764745
the mall or something,or the or,at the mall,0.07249749990681824
cause we the [UNK],we the the to,we have the [UNK] relationship,0.056526248548690414
you get jumped,you get get to,you could get jumped,0.07258113984652705
what kind of things do you do with your girlfriends,would like you do do your hands do you,things do you do with your friends who are girls,0.07999297204820358
miss rdname2 i aint hardly like her,miss am not hardly her,i did not like her,0.05428693985879238
cause of the laugh,of the,of the laugh,0.13427896671164932
but it wasnt until i got to rdschool3 that i was like dang i was really poor laugh,it wasnt until i got to high that was was was really back,it wasnt until i got to that i realized we were very poor,0.3955332535877179
you have to take under [UNK] thats when you turn back this a way,you you have to your is that,when you turn back this way,0.03235934848975789
which is kind of cool i like to have that connection with other people like,is kind kind to like to have that connection with other people like,is very [UNK] i like to have that connection with other people like,0.6652049901111008
well the the the one person who t touched the tree,person the gets hiding the tree is,person who last touched the tree,0.09068059995923879
and you sposta say,you going to say,youre supposed to say,0.16821895003341453
so the girlfriend jump in it,the girlfriend jumped in it,the girlfriend jumped into it,0.32184424080043433
all the [UNK] up,of patrols up,the [UNK],0.0
elementary school recorder and putting em on a [UNK] beat,school get and if them on them a freaking of,school recorder and put those notes on a [UNK] beat,0.033173907815632314
oh i cant wait til i start making this [UNK] of money,i cant let if i was able this week of money,i cant wait until i start making this amount of money,0.08124031954514328
i think that in a couple of years when theyre ready to raise their children or whatever the case may be i think theyre gonna move on up out of,think that in a couple of years when they ready to make their touch or or the best may be i think they going to be on up support,think that in a couple of years when theyre ready to raise their children or whatever the case may be i think theyre going to move out of here,0.37223802540770184
your shoes is on [UNK] so that means your shoes are tight,hands is on block so that are your daughters are you,shoes are on [UNK] so that means your shoes are tight,0.06831469347957728
you got,have to,have,0.06754436142034707
i [UNK] if thats the same place cause when i went i was in new york,understand if thats the same place because when i went in was in no,[UNK] if thats the same place because when i went i was in new york,0.600535599128857
i dont know nothing about that i just w i just want to live on a [UNK],dont know anything about that i just said want want to live on goldman mall,dont know anything about that i just i just want to live on a [UNK],0.570282226440554
