AAVE Sentence,Predicted SAE Translation,Target SAE Translation,BLEU Score
either y way i dont have no favorite teacher i just stay [UNK] and make sure i do all my work,either at i dont have a favorite teacher i just have through and talk sure i do some my my life,y way i dont have a favorite teacher i just stay [UNK] and make sure i do all of my work,0.4109080290971358
and its funny then their children later on,ironic then their man is,ironic then their children,0.29950981436291046
ran away somewhere and they were by [UNK],away and they were an,away somewhere and they were by themselves,0.21573864630965253
i switched my major up soon as i took them classes im like oh my stomach is,heard my aunt up well as i took them different im took like oh cat is,switched my major as soon as i took those classes i realized oh my stomach is,0.09342132383024378
yeah the spring semester of my senior year,the old semester one my senior year,the spring semester of my senior year,0.21938699234088677
some of em,of them,of them,0.2213885886251307
you sposta uh,are supposed to,are supposed to uh,0.41252121275142684
mkay so lets back up and talk about rdname2 cause i know thats,so the come up and talk about rdname2 because i know much,so lets back up and talk about rdname2 because i know thats,0.6315552371794037
you dont know nothing about football around here its like a,dont know anything about with in here its like a,dont know anything about football around here its like a,0.5253819788848316
chase your [UNK] like chase what you wanna do,your vocabulary and for you want to do,your [UNK] chase what you want to do,0.3655552228545123
you can beat em all up have you ever [UNK] them all,can count them all up or you ever walk with with,can beat them all up have you ever [UNK] them all,0.1527898075109779
is,is,is,1.0
all these girls with like the huge [UNK] like [UNK] everything like i i dont know i just dont wanna do that,of friends moved the the older lady with lately with i i dont dont know i just dont want to do that,these girls with like the huge [UNK] like [UNK] everything like i i dont know i just dont want to do that,0.4341999352730603
so you gonna make okay if everybodys pulling they own [UNK] up by their [UNK] does that mean theyre gonna start making their own boots,you will going to make okay if keep can him up they times their ball for what means they best going to start up their own boots,you are going to make okay if everybody is pulling themselves up by their [UNK] does that mean the are going to start making their own boots,0.22708184547335378
come in,come in,come in,0.2213885886251307
stop you gotta wait until after hes done laughing,you have to make my she dollars having,you have to wait until after hes done laughing,0.14568349804366415
or ill like thank the,would like to like friends,would like to thank the,0.29950981436291046
f in family living first time,in the was first time neighborhood,in family living the first time,0.11556377708900069
oh dang,is,[UNK],0.0
cause i get people that um,i get people that,i get people that,1.0
did yall know like the big deal behind [UNK] obama,you all know the the big deal with,you all know like the big deal [UNK] [UNK] obama,0.21622009178935728
and like i dont wanna stay in eleventh grade,like i dont want to stay in eleventh grade,like i dont want to stay in eleventh grade,1.0
and i dont feel like doing no work then he start [UNK],like doing any work and he start off,feel like doing any work then he starts hollering,0.32260135189272865
do i wanna go to the program,i want to go to program,i want to join the program,0.25119835939119545
they said its its some its some white people,said its some some white people people people,said theres theres some theres some white people,0.18756826382863573
somebody gonna wanna me different oh ima wear black because just because,going will to me a a im going to live black because because because,that wants to be different oh im going to wear black because just because,0.1232411380452624
the album [UNK] one with like the [UNK] type dress,winnersville classic one with someone truck himself,album [UNK] dress with the [UNK] dress,0.03235934848975789
and im seeing like damn i gotta do community service and this gentrification,im going like i have to do put and this this else,im seeing damn i have to do community service and this gentrification,0.2620251007173262
and i was like this might be fun i just wanna like get back to this i started off doing black hair shows,i was like this to be fun i just want to like to back to this i started out to without,i was like this might be fun i just want to like get back to this i started off doing black hair shows,0.5129914365244811
cause i be like do i have a rochester accent and theyre like,i like i i have a rochester accent and theyre like,im like do i have a rochester accent and theyre like,0.6989307622784944
we ask if she wanna play,did need if she want to play,would ask if she wants to play,0.1158794880657409
[UNK] black people kill black people all the time,people people black people all the the time,people kill black people all of the time,0.21725885420079705
in in a world and its,a world and,a world with,0.21177974141341938
and then we got a new place and thats where we at now,then we have a new squad and is where we have have to,now we have a new place that is where we are located now,0.2796842457966537
we dont wanna be here honestly so uh we [UNK] to like [UNK] the [UNK],dont want to be here so so we wanted to like with door,dont want to be here honestly so we [UNK] to [UNK] the [UNK],0.3438931217657843
i be trying to either get too deep into [UNK] and stuff i be listening to it,like to get into with into with would to it to,try to get deeply into [UNK] i listen to [UNK],0.061729293904138435
and i thought i was gonna get killed and one day i was on my way from home,i thought i was going to get her and one day i was on my way from home,i thought i was going to get killed and one day i was on my way from home,0.8394327083733336
so no i dont wanna go im good im fine,no i dont want to go im good im fine,no i dont want to go im good im fine,1.0
this my this is my week to just chill,is my teacher is my grades to just,is my this is my week to just [UNK],0.10887291589010216
say like three years ago,like like three years years,would say about three years ago,0.09923912030377631
dont fucking ask me shit if you scared,with they live me me any you remember scared fine,do not speak to me if you are scared of me,0.030016993094059682
um it was like it gave me a opportunity to know different colleges cause i didnt know it was a college named [UNK],it was like it gave me a opportunity to know in rochester because i didnt know it was a college like next,it was like it gave me an opportunity to know different [UNK] because i didnt know there was a college named [UNK],0.4325202135183669
[UNK] him when you wanted to like,through when you went to,him when you wanted to like,0.1098261401671543
and the man who cut down trees,man is is down,man who cut down trees,0.056526248548690414
right off of pennsylvania you know where the dunkin donuts is,right by interstate you you know where the background is is,off of pennsylvania do you know where the dunkin donuts is,0.24808415001701817
if you want little girls cause i kept on saying i want little girls they say you know what you want little girls,you want to dc because come on i i want to i i want are what you want to,you want young [UNK] i kept on saying i want young girls they said you know what you want young girls,0.09299557919574528
they always be running around be,were always made around,would always run around,0.07258113984652705
she dont mess with me she tell me to sit down and i sit down,does not play with me shes tell me to the down and i look down,does not mess with me she tells me to sit down and i sit down,0.14258397092929398
and upon the end of the day,wrestling the end of the day,by the end of the day,0.7598356856515925
[UNK] in georgia its pretty much,in in case its have much,is in georgia it is,0.03759340464156993
you know touch more on,get more,touch more on,0.04096772609215166
hustle basically,is,basically,0.0
i dont k i dont think i give anybody that,dont sometimes i dont it that,dont think i give anybody that,0.049475702907177795
you know people dont expect you to be a professor you think professor you think of a old white man you know you dont think of a black woman with,know dont can not have you to be a doctor of think you you think you a money money money you know not think of a black,understand that people do not expect you to be a [UNK] you think [UNK] you think of an old white man understand you do not think of a black,0.2412866284226342
or did yall meet here at the club,did you all move when the boys,did you meet here at the club,0.09068059995923879
it was uh,was not,was,0.06754436142034707
then he started messing with the girl rdname2,he ran kept with girl,he started dating the girl rdname2,0.0444463871528882
but there was drug needles,there were drug needles,there were drug needles,1.0
youre [UNK] to see a dude like [UNK] out in [UNK] or whatever just standing on the corner he looks nice he looks,start to see a i with me out the or may im no on the couch and made too hes laughing,likely to see a guy wearing lots of [UNK] or whatever just [UNK] on the corner he looks nice he looks,0.07859213231194676
it [UNK] its [UNK] sometimes,me about out out,[UNK] its [UNK] sometimes,0.0
and i was ta he was tryna talk to one of my little friends,i was thinking hes was trying to talk of my a my little,i was [UNK] he was trying to flirt with one of my friends,0.14303090470153182
and by the time i got um,by the time i have um,by the time i got,0.5081327481546147
[UNK] a light,a,a light,0.36787944117144233
you not gonna be,not going going to be,not just going to be,0.32184424080043433
eight nine you know i was like i been wanted a little brother little sister,years you know i was like i been her of little boy little class,nine you know i was like ive long wanted a little brother little sister,0.2891784933232572
one of em was uh,of them was named,of them was uh,0.43146827293898643
and like we just learn how we doing we figured how to do how to go rugby this this and that and we was outside playing it,we we are are they they from when did to to do how to go how and is that and were were playing playing rdschool3,like we just learn how were doing we figured how to do how to do rugby this and that and we were outside playing it,0.13604509649431445
like im just gonna chill just out there,would to walk going and there,plan to just relax out there,0.044706344276931285
cause i was you know in the store like i didnt have to pay for this,i was you the store like i didnt have to pay for this,i was in the store saying i didnt have to pay for this,0.5659119256652702
you going to that school like youre just going to this school that school,are to i i going you is is you school i,attended that school youre attending this school attending that school,0.021598265052211615
shit like that,that,that,1.0
cant wait,cant talk,cannot wait,0.0
its like the [UNK] area of rochester like,the the best out things like,like the [UNK] area of rochester,0.044706344276931285
you felt the need to give put her in the bed that i [UNK] in so [UNK] i wanna bring her up around you,knew the need to give it her in the thing that i took in and nobody i want to bring up up around you,felt the need to give put her in the bed that i [UNK] in so [UNK] i want to talk about her around you,0.21451278268552823
by my tenth grade i had [UNK] out all the [UNK] classes at my high school,my money grade i had sex out all the the room at at my school school at,my tenth grade i had [UNK] out all of the [UNK] classes at my high school,0.11868279563287523
he told his mother what to do,his out what neighborhood to to do,[UNK] told his mother what to do,0.09744264611591712
[UNK] we we in here lets see what else um,down we to here see what else,its going good lets see what else um,0.16738117723186785
say if,examplewhat,say that,0.0
he he is like that i try to leave him from time to time,he like i i to should to leave him from time to,is that way [UNK] i try to get away from him,0.028347903757100078
cause they gonna make more money off of that,they will going to make more money of of that,they are going to make more money off of it,0.42728700639623407
more people that was under me and stuff like that,people that were going me and stuff like that,people that were under me and things like that,0.2123795387156078
his his father went up there,mother went up,father went up to [UNK] apartment,0.07790941292260128
i dont think i i dont have to think about it i feel like i know why they gave me a hard time,dont think i dont have to think about it i feel like i know why they gave me a lot,dont think i dont have to think about it i feel like i know why they gave me a hard time,0.8996172464584702
mm you have,have,have,1.0
i tell ya its its about to get extra random cause,can you its about about to get me because because,tell you its its about to get extra random because,0.18196970812783236
i feel like ima be nervous,feel like going am be out,feel like i will be nervous,0.10754421249521595
its no its all ages cause its [UNK],like all its all of its is me,it [UNK] all ages because there are [UNK],0.028599617161713803
it aint no fun we cant get outside and get no fresh [UNK] until three oclock and i dont like that and im not,is not fun we cant get down and get any football and i i each and i dont like that and im not,isnt any fun we cant get outside and get any fresh air until three oclock and i dont like that and im not,0.4624519493253227
i was selling weed and selling,almost by,weed and,0.0
and how great i was and i dont need to do this and thats why i dont [UNK],how y i was and i i dont need to do this and thats why i dont need,how great i was and how i dont need to do this and thats why i dont curse,0.6654377827941901
its a study hall where you go to study at,a test shirt where you go to college at,a study hall where you go to study,0.3155984539112945
so mmhm,yes,yes,1.0
i felt [UNK] cause i didnt get the [UNK] part,forget safe because i didnt get the nineties up,felt [UNK] because i didnt get the [UNK] part,0.44632361378533286
mmmm nope i was there since sixth grade,i was there sometimes grade every,i was there since sixth grade,0.25119835939119545
didnt really want they didnt wanna coach girl they didnt wanna coach girls basketball it was just the principal said,really i they didnt want to do any they didnt want to i was was just the guy,really want they didnt want to coach girl they didnt [UNK] coach girls basketball it was just the principal said,0.20390514683548702
twelve oclock some,brother times,around twelve oclock,0.0
craziest feeling in the world,i let let let the world,the craziest feeling in the world,0.09717716588732002
they got into it my moms like alright we moving,got to white it mother brothers no we drug,had a disagreement my moms like alright were moving,0.0
f i got a c plus,got a sewing,got a c plus,0.15174681566793558
ts oh yeah cause you he cause its a lot of things like as i grew up,oh yes you because because a lot of things like oh i grew up,yes because you because its a lot of things like as i grew up,0.40896014720436774
like why would you,would you you you,would you do that,0.16821895003341453
she got her [UNK] i think at [UNK] university,has her me i think at me,received her [UNK] i think at [UNK] university,0.1798627802065924
its not a set plan its,not a federal anymore its,had a set plan,0.0456496931223525
because i know he got a a situation too going on right now,i know he a a a bad too going on right now now,i know he has a a situation too going on right now,0.4250281413416978
like just stay at one school,at at one school,stay at one school,0.43146827293898643
and i get like a you know like a certain grade point average i think you can have it,i like sing teacher i i a think you can have it little crazy,get a certain grade point average i think you can have your car,0.19674979811155635
we aint have one this time,did have have one my,will not have one this time,0.09923912030377631
stuff started shutting down,was is,started closing,0.0
like [UNK] [UNK] everything,somebody three,[UNK] [UNK] everything,0.0
no we gonna throw out and her and i literally talked like he wasnt s,wewe are going to start out and started like he wasnt so,we are going to throw [UNK] we literally talked like he wasnt s,0.16377307821343629
is finna be twentyone,going to start her,going to turn twentyone,0.16821895003341453
how about new kids any any way or anything that a person has to do to join your group of friends,about us kids get about or that other or anything do to do your other to friends,about new kids [UNK] there anything a person has to do to join your group of friends,0.05790486938978889
i dont really know if i count though cause i really tried,dont really know if i am london because i really growing,dont really know if i count though because i really tried,0.46924700641056
and whoever be the last one,they children the last one,whoever is the last one,0.29950981436291046
they had to go find the people in,to go to the the people,to go and find the other players,0.09103421049495312
or gave it to the cashier,or always always it to to the last,she could have given it to the cashier,0.09374030260272098
well the person who [UNK] th the his face um is this the one you call it,the person who hides is face out the neighborhood do is this the you it,the person who hides their face is the person that calls for hide and seek,0.1892240568795935
both of yall just p,of you just host,of you just p,0.43146827293898643
uhhuh and how old are you,how how are are you,and how old are you,0.13414195051824768
what grade youre in,was do you in,grade are you in,0.16821895003341453
oh no i had economics like,no i had sex,no i had economics in,0.33602782883534926
[UNK] between fourteen and eighteen im,out which i an had,fourteen and eighteen i,0.0456496931223525
well i guess that was a pretty bad time huh,i guess that was a bad course when,i guess that was a pretty bad time,0.5410822690539396
cause all we we didnt have like,you we did did not have like,all we we did not have like,0.4671379777282001
and thats been people have hang out,thats been people people that out out,thats [UNK] [UNK] have been hanging out,0.042587297623443834
and then they start talking about [UNK] and something and im like what the fuck is a [UNK],they they start to about me and that and i am what the fuck is a perspective,then they start talking about [UNK] and something and i think what the fuck is a [UNK],0.2885537660018373
it mighta been third grade you know what it mighta been third grade,depends been been stuff because you know what it is been playing coach,might have been third grade you know what it might have been third grade,0.1981705142980857
with [UNK] and i work here but we actually [UNK] those [UNK] she has her youth come and [UNK] with us and do,me and i know here but we kept me with and and could me and and and tell with and and do,youth and i work here but we actually [UNK] those [UNK] she has her youth come and [UNK] with us and,0.08062554435318109
that was my biggest background was poetry,friend friend was pennsylvania,biggest background was poetry,0.061033220311973134
thats what a lot of,what a lot of,how a lot of,0.43146827293898643
and a lot of them be like oh im not from here im from here,a lot of them are like oh im not from here im from here,a lot of them are like oh im not from here im from here,1.0
yeah lets go to rdaddress2 whispered,we go to uhhuh,lets go to rdaddress2 whispered,0.13100905001347277
he got a car,got a car,has a car,0.21177974141341938
i grow my hair because one i was like you know growing up black you d we always keep your hair cut,ran my mom done one i was like you know up up you you because because have have your hair done,grow my hair because one i was like you know growing up black you would we always keep our hair cut,0.2603557267328666
we went to [UNK] he [UNK] us,went to call past and was us,went to the [UNK] he [UNK] us,0.09068059995923879
ive g i you know its so funny its this is a memory thats good its so funny that you just said this,try i know know its so so this is a girl so so so so you just said this,g i you know its ironic its this is a memory thats good its ironic that you just said this,0.19898107345153532
he brown skin,fifteen,brown skin,0.0
we did like,did like,did,0.06754436142034707
talk,talk,talk,1.0
we try to take him out front he wouldnt come out front,used to take him up to to him birthday was come out him public of house,try to take him out front of the house he wouldnt come to the front of the house,0.08859187453103273
like this neighborhood,example this,example,0.06754436142034707
jj wanted to um where one of them dresses like that,because to work one of of that,wanted to um where a dress like that,0.033359167130736105
to theyre like some [UNK] they have these [UNK] [UNK] im like you,young some us they they with think like you,brother have [UNK] political [UNK] and are [UNK],0.0
he h he saw a lot what i face,he he good what what i am i,saw a lot of what i face everyday,0.07122722710132624
no i gotta hold myself [UNK] i still got this,i have to balance sure when with still have this,i have to hold myself [UNK] i still got this,0.14619963489696408
they beefing over he say she say,addicts over he says she says,arguing over he say she say,0.10754421249521595
then it turned to like a hundred,it used to like a,it turned to about a hundred,0.04918801305810201
most of my family put up [UNK] of my little cousins and all that so i can see em,of of family nobody up of my little baby and all that so that and see them,because my family [UNK] [UNK] of my little cousins and other things for me to see,0.08783509623696305
and then uh math you had to basically apply,then certain math had to,then math you had to basically apply,0.09662322044337945
yeah i would say,i would say,i would say,0.5757197301274735
cant really link up how you used to but that dont mean we not close,really him now you used to rob that does not mean we will not have,hang out like you used to but that does not mean we are not close,0.3388714363186176
since my mother the [UNK] president,my mother is the truck of,my mother is the [UNK] president,0.5081327481546147
got [UNK] in some type of [UNK] situation and im not sure how [UNK] that is but,into get some some of else of and im not sure how is that is but,women in some type of [UNK] situation and im not sure how true that is but,0.3237722713145643
i saw the world around me but it was just like i dont wanna participate in that so ima just stay in my bubble,saw the world around and and it was just like i dont want to work in that bad im just to stay stay in my section,saw the world around me but it was just like i dont want to participate in that so im going to just stay in my [UNK],0.44476301781818156
we get work we work for them [UNK] of like syep,get through we we them took them,get [UNK] work for them instead of syep,0.033359167130736105
they were none of our none of the our age,were raised of our any the our of,were [UNK] of them were our age,0.03763921292692165
and i was like oh this is cool whispered and its stuff that like,i said like this this is nice and and its this that is,i was like oh this is great whispered and its stuff that like,0.0719754827641624
is he gonna,he going to,he going to,0.5757197301274735
for wha,example,what,0.0
lot of white friends lot of white girlfriends and all yeah,of people fun in of it claiming and all,of white friends lot of white [UNK] and all yes,0.06726580344082496
if my mother want me to go,my mother want me to go,my mother wants me to go,0.293945703509473
and actually the guys like nah man,no the card like no no,actually the person says no,0.044706344276931285
anything special you do,you do to,you do anything special,0.15174681566793558
only thing that separate em is the boys and girls club,only thing that have of other and the boys and the next girls club,only thing that [UNK] the neighborhoods in a beef is the boys and girls club,0.1650974894862137
i aint his girlfriend yet,not live till yet,not his girlfriend yet,0.07258113984652705
some of em go home,of them and home,of them go home,0.18616487055295167
yeah i love your hair,i love your mom,i love your hair,0.43146827293898643
in front of me theyd be shy,front of me still be,front of a crowd they get [UNK],0.08125011970110721
just chill,relax,relax,1.0
when i actually ended up getting locked up im like okay like you gotta keep your [UNK] about yourself because you know how,i actually him up up up up im said okay like you have to get your job on so intensified you know how,i actually ended up getting locked up im like okay like you have to keep your [UNK] about yourself because you know how,0.2548162092064721
mmhm and so like so [UNK] but just,so so like like like that and,so like i was so [UNK] but just,0.07860900804075133
and they do the same thing,they do the the the same uh the the,they do some of the same things that they [UNK] others for doing,0.057317469098391804
okay nah no you need to you need to take some time figure out what exactly you want to do in life,no no can to you need to take some again and what what look you want to do in math,no you need to you need to take some time figure out what exactly you want to do in life,0.43319877589068106
you could spot somebody from the east side if theyre on the west side and if youre on the west side you can spot somebody on the east side its,could throw the from the feet side and they on the chants side and if youre on the chants side and can see the on the trash person,could recognize somebody from the east side if theyre on the west side and if youre on the west side you can identify somebody on the east side its,0.22815421614921041
he ran [UNK] the field like [UNK] like really fast and he like literally,ran away the kid eye lately is t he like no,ran across the field [UNK] really fast and he like literally,0.061729293904138435
its so easy its so easy and i got they got at least,so or or okay okay to have you have at least,so easy its so easy i got they had at least,0.057445580856132834
i dig that,understand that,understand so,0.06754436142034707
neighborhood beef stuff,was,disagreement,0.0
he need to take you to dinner yall need to go on a [UNK],needs to take you to try you can to to go on a new,needs to take you to dinner you two need to go on a [UNK],0.45723134461864345
so what are yall ages,what are you all all,what are you alls ages,0.29950981436291046
you know what i mean it im,you undertsand what i mean it is,you know what i mean it,0.4347208719449914
and im like [UNK],im like me,im like stop,0.21177974141341938
stay in the house and cook,was in the house and,stay in the house and cook,0.5475182535069453
and me and him are only seven months,and and and they are not sixteen cars,older brother and i are only seven months apart,0.03001448585400683
it wasnt too much [UNK],was too too much social,was not too much [UNK],0.13414195051824768
where people that get abused and stuff go,people that means up and,people that get abused go,0.12121093525642128
its a hood on hood situation,black out is out barnabas,hood thing neighborhoods against other [UNK],0.0
i said if you get a bowl you dont have to pay,said if you you get a kids you do not have to,told her if you get a bowl you do not have to pay extra,0.3841679324600627
eh yeah like it and [UNK] i have this i kind of came up with this whole [UNK] that one in every five friends that you may have probably know,yeah like not and kind of his up with this has kind with one in my park has have have anywhere have that one,i have this i kind of came up with this whole [UNK] that one in every five friends that you may have probably know me or,0.08174220397577937
[UNK] story i had was,president i i a,most touching story was,0.0
because we have like the so called honest kids,we have like people before their their,we have the so called honest kids,0.081939171811711
what do you wanna be when you finish school,do you want to be when you finish,do you want to do when you finish school,0.4412484512922977
that gets to a lot of us,would to lot of noise,[UNK] a lot of us,0.12121093525642128
i get you,start you,understand you,0.06754436142034707
[UNK] them [UNK] people do the same thing,them man or are the same thing,the [UNK] people do the same thing,0.19308506685901675
again i mean just s still thinking of the teachers that ive had ms rdname3,i mean i saying doing of the teachers that i had great years,i mean just still thinking of the teachers that ive had ms rdname3,0.23901088824528133
youre gonna be my advisor yeah ill be your advisor okay so i,going to be my certain done so be your end or so i,going to be my advisor yes ill be your advisor okay so i,0.2613022659677713
i dont do nothing but just go to peoples house and say trick or [UNK],dont do anything but im to the and say hey or else or,dont do anything but go to houses and say trick or [UNK],0.24712442545253582
if it happen outside of school its different,it were out in is its is not,we hang out together outside of school that is ok,0.026487690798830184
i was in fourth grade literally like a week and they come up to me and are like,was in my grade like like a remember and they come up to me and be like,was in fourth grade literally like a week and they came up to me and are like,0.2240750868020436
and at the time he was actually staying with us too and i remember them coming home one day,at the time i was actually in with the too and i remember them came home one day,at the time he was actually living with us too and i remember them coming home one day,0.36191740494054164
mmhm so like an [UNK] kind of thing,so like of games kind hermit of,so kind of like an [UNK],0.04576302950377294
but i dont even,dont even,dont,0.06754436142034707
would you trip ay would you trip if um,you walk i you with you ask if,you think its [UNK] would you think its crazy if um,0.02586902750680382
so this uh [UNK] came,this lady away,this [UNK] [UNK],0.07249749990681824
we had j we was just walking you know me i stopped there and im like ooh lets go in here,had drawn we know just talking to know me and am there to im like something to like in here,had j we were just walking you know me i stopped there and im say ooh lets go in here,0.052707842960168234
he work for home [UNK] thats all i know,plays with home thats of all i know,works for home [UNK] thats all i know,0.18756826382863573
rdname2 still at the basketball court,was still at the park,is still at the basketball court,0.24521789586759227
and um people from the neighborhood was in the bars,uh people are the neighborhood in in the world,um people from the neighborhood were in the [UNK],0.09452229951416066
the little teen go go,little cycle go,teen gogo,0.0
pretend i dont know it and you telling it to me okay,i dont know it and you you to me,i dont know it and tell it to me okay,0.45936133207830593
so he still need a,he still needs a,he still needs a,1.0
it got some marbles with it,became certain in the,has marbles with it,0.0
oh so when yall moved to florida you had your tell me [UNK] your house in florida cause i never knew you lived in florida,so when you all moved to florida you had you job me and of house because crazy because i never knew you in in middle,so when you all moved to florida you had your tell me [UNK] your house in florida because i didnt know you lived in florida,0.37568815614694245
cause its its real,its its,its real,0.06754436142034707
eighth street over on the northeast side is way different,different over the the neighborhood or do the different in,street over on the northeast side is very different,0.03087179980863256
yeah cause we had um,because we had,because we had um,0.41252121275142684
yeah totally totally,yes because been,totally totally,0.0
okay yeah so,so so,yes,0.0
it would be [UNK] and my mom dont have the money for it,would be me and my mom i have the money for it,would be [UNK] and my mom doesnt have the money for it,0.46595384151899627
rdname3 i cant even think of her last name now just [UNK] my mind sorry,because cant even think of her from better now just just hit with mind,i cant even think of her last name now it just [UNK] my mind sorry,0.27838314887015947
he he do [UNK] work,does does,does [UNK] work,0.04096772609215166
oh you played how do you play marbles what can kind of games,youve guys how do you play itanything what they of games,you played how do you play marbles what kind of games,0.28997844147152074
why i look,i i stay,do i look,0.07249749990681824
the germs and all that you you,was that that that you you,believe it kills germs and more,0.0
im like,think,thought,0.0
like as far as cycles and bras and this and [UNK] [UNK] and,growing far away the drugs and stuff and to and,as far as menstrual [UNK] and bras and [UNK] [UNK] and,0.030016993094059682
coming up,up,up,1.0
in dc,in in,dc,0.0
[UNK] call that thing you have to take your rope and you put it on one feet and you take that one and [UNK],call call have that something to have to take your job and you it and one and and you that one and you that,do you call that thing you have to take a rope and put it on one feet and take that one and [UNK],0.10869249416459259
brothers and sister cause,and lunch and,and sister because,0.07249749990681824
cause rdname1 gonna be at college,rdname2 going to be at college,rdname1 going to be at college,0.7598356856515925
over there it was right behind [UNK],there was was right as me,there it was directly behind [UNK],0.044706344276931285
did they [UNK] obama,they made made made made would made made made,they do to obama what they did to tupac,0.02573285025273419
it it was it is,was it it is,is was it is,0.2213885886251307
i love my brothers because they funny,love my i because they are funny,love y brothers because they are funny,0.4347208719449914
um do you have a favorite teacher,you have a favorite teacher,you have a favorite teacher,1.0
[UNK] [UNK] playing in it,down in in it,[UNK] starred in it,0.16821895003341453
and im like man,im like cl,i said man,0.0
tryna find a job,to come a,to find a job,0.06177541927786947
your phone [UNK],phone has twentyone,phone is dead,0.07249749990681824
i aint really,do not,have not really,0.04096772609215166
trying to feed,to at,to stay fed,0.04096772609215166
she didnt have a car who was gonna drive there,didnt have a whole who was going to right there,didnt have a car who was going to drive there,0.392814650900513
thats why i spend a lot of time to myself,why i see a lot of time to,why i spend a lot of time alone,0.4111336169005197
and they found the gold,they showed the,they found gold,0.07249749990681824
you right there,are misbehaving there,are right there,0.08621454270909737
i was waiting on that too when i gain weight,was bike on that on when i i i watch,was waiting to work out again too when i gain weight,0.05702871379988104
so do yall like [UNK] against each other in the games or yall usually play together,being you all like through each games or or you you you have with together,do you all [UNK] against each other [UNK] game or do yall usually play together,0.04863818769664761
sigh that is some pretty good conversation though,that are some good too,we had a great conversation,0.0
cause i know how you can take like look yall shut up i know how you can be,i know how you can take shut look you you up i know how you can be,i know how you can take like look yall shut up i know how you can be,0.6531441986620495
cause she was mad,she was,she was mad,0.13427896671164932
if you out of state,you out of state,youre out of state,0.43146827293898643
shes her close to hitting that thirty year [UNK] point,her to to turn two year,her close to the thirty year [UNK],0.04188027833704343
and thats how i [UNK] it like,thats how i returned it,thats how i understood her [UNK],0.24521789586759227
be a [UNK] [UNK],a pain down,an [UNK] [UNK],0.0
my [UNK] gone,best back,[UNK] is gone,0.0
trash in the trash can that make me mad right there,in the neighborhood in hear makes me mad there,in the trash can that makes me mad right there,0.1701713127700448
just [UNK] left and right,with the then,left and right,0.0
say i forgot,see i i can,forgot what you say,0.0
think he got locked up when,think he in in up when,think he got locked up when,0.1374292659508281
a old [UNK],pain dollars twentyone,old mentor,0.0
mother sent away he had about eight or nine [UNK] and they all different kind,ran away he told doing here or three me and they both different of,sent away he had about eight or nine [UNK] and they are all different,0.06458042446538513
like oh he new f he a new face im not a new face but its just that,like come he would an he game man i,not like they are seeing a new face,0.02573285025273419
they aint let the um preacher d,will let let the work work,would not let the preacher die,0.09717716588732002
you was tryna be sh i saw you [UNK] that [UNK] right there,was going to be him i saw you walk up up there,were trying to be sh i saw you throwing that [UNK] right there,0.12815935967149278
and it made me realize man the community i was in theres fifteen [UNK] with guns,it made me off no best i was in the recently strikes with with six,it made me realize the community i was in there were fifteen [UNK] with guns,0.15166074951267752
so i get out my car,i get out my my college,i get out of my car,0.25119835939119545
you know she [UNK] me to keep going,she told me to talk it to,she [UNK] me to keep going,0.09068059995923879
[UNK] you,with,you,0.0
for sure oh ooh my gosh thought she was gonna say more than that,no so my my my was was to was going to say more than that,sure oh ooh my gosh i [UNK] she was going to say more than that,0.41374412020518814
like some that you know of like some hood beefs,some that you know them like in in in,some that you know of like some [UNK] disagreements,0.3155984539112945
the mall or something,clorox the way or,at the mall,0.061033220311973134
cause we the [UNK],we see who grandmother,we have the [UNK] relationship,0.04753271977233425
you get jumped,you get get to,you could get jumped,0.07258113984652705
what kind of things do you do with your girlfriends,kind do you do do your kids you,things do you do with your friends who are girls,0.13815233664830592
miss rdname2 i aint hardly like her,miss didnt not sure like,i did not like her,0.05428693985879238
cause of the laugh,of the,of the laugh,0.13427896671164932
but it wasnt until i got to rdschool3 that i was like dang i was really poor laugh,she wasnt though i have to i that was like was like like i,it wasnt until i got to that i realized we were very poor,0.026296339197065442
you have to take under [UNK] thats when you turn back this a way,you you have to with is when,when you turn back this way,0.03848196746087264
which is kind of cool i like to have that connection with other people like,is kind things of would to have that connection with other people,is very [UNK] i like to have that connection with other people like,0.4905378138718247
well the the the one person who t touched the tree,the is is the the the that,person who last touched the tree,0.03235934848975789
and you sposta say,you going to say,youre supposed to say,0.16821895003341453
so the girlfriend jump in it,the till came in the,the girlfriend jumped into it,0.0456496931223525
all the [UNK] up,theall patrols up,the [UNK],0.0
elementary school recorder and putting em on a [UNK] beat,school was and some them on on a beat above,school recorder and put those notes on a [UNK] beat,0.07161190261650083
oh i cant wait til i start making this [UNK] of money,i cant speak when i start stop this else of money,i cant wait until i start making this amount of money,0.09343963539370069
i think that in a couple of years when theyre ready to raise their children or whatever the case may be i think theyre gonna move on up out of,think that in a couple of years when they ready to punch their own or do we are or be going think we going to come in in out,think that in a couple of years when theyre ready to raise their children or whatever the case may be i think theyre going to move out of here,0.29955728519520575
your shoes is on [UNK] so that means your shoes are tight,attitudes is on pushing with that are your friends or following,shoes are on [UNK] so that means your shoes are tight,0.030544559360566513
you got,have,have,1.0
i [UNK] if thats the same place cause when i went i was in new york,see if thats the same story because when i went in was in friends drug,[UNK] if thats the same place because when i went i was in new york,0.3615855225145535
