AAVE Sentence,Predicted SAE Translation,Target SAE Translation,BLEU Score
i switched my major up soon as i took them classes im like oh my stomach is,love back cousin got up as saying hope them things said like mother,switched my major as soon as i took those classes i realized oh my stomach is,0.014865703791135632
yeah the spring semester of my senior year,the good close my year year,the spring semester of my senior year,0.04188027833704343
some of em,of them,of them,0.2213885886251307
you sposta uh,are supposed to,are supposed to uh,0.41252121275142684
mkay so lets back up and talk about rdname2 cause i know thats,so so come up and sixth to because because i know that,so lets back up and talk about rdname2 because i know thats,0.13929692701099317
you dont know nothing about football around here its like a,dont know anything about her five here like like a,dont know anything about football around here its like a,0.32466791547509893
chase your [UNK] like chase what you wanna do,your other like were are want to do,your [UNK] chase what you want to do,0.17739111163122614
you can beat em all up have you ever [UNK] them all,can count them all of all you you did anybody of,can beat them all up have you ever [UNK] them all,0.06527078148671275
is,is fine,is,0.06754436142034707
all these girls with like the huge [UNK] like [UNK] everything like i i dont know i just dont wanna do that,of those those the the ball alternative theyre i i i dont dont know i dont want want to do that,these girls with like the huge [UNK] like [UNK] everything like i i dont know i just dont want to do that,0.2121466250447809
so you gonna make okay if everybodys pulling they own [UNK] up by their [UNK] does that mean theyre gonna start making their own boots,you are going to stop the if its else new around here theyre other that not theyre shows going to happen with another,you are going to make okay if everybody is pulling themselves up by their [UNK] does that mean the are going to start making their own boots,0.11401282249739855
come in,come in the,come in,0.21177974141341938
stop you gotta wait until after hes done laughing,you have to get until she m laughing laughing,you have to wait until after hes done laughing,0.16418110161559327
or ill like thank the,like like if the the,would like to thank the,0.05428693985879238
f in family living first time,came the my,in family living the first time,0.026670339752046985
cause i get people that um,i get people that,i get people that,1.0
did yall know like the big deal behind [UNK] obama,you know know the the last would with,you all know like the big deal [UNK] [UNK] obama,0.029313448501677924
and like i dont wanna stay in eleventh grade,like i dont want to stay in eleventh grade,like i dont want to stay in eleventh grade,1.0
and i dont feel like doing no work then he start [UNK],dont like im the back work has on,feel like doing any work then he starts hollering,0.03001448585400683
do i wanna go to the program,i want to go the work,i want to join the program,0.25119835939119545
they said its its some its some white people,are its its some white the white people,said theres theres some theres some white people,0.09374030260272098
somebody gonna wanna me different oh ima wear black because just because,will is to get a a i going a get because because because,that wants to be different oh im going to wear black because just because,0.024519691881314084
the album [UNK] one with like the [UNK] type dress,kids kids one with the other the of,album [UNK] dress with the [UNK] dress,0.07122722710132624
and im seeing like damn i gotta do community service and this gentrification,im like oh because have to do some and and this is,im seeing damn i have to do community service and this gentrification,0.13929692701099317
and i was like this might be fun i just wanna like get back to this i started off doing black hair shows,i was like this is say saying i just like to make my that with the i thought here at all,i was like this might be fun i just want to like get back to this i started off doing black hair shows,0.13603570001688142
cause i be like do i have a rochester accent and theyre like,i like like i have a i and and they like,im like do i have a rochester accent and theyre like,0.13806117619808217
we ask if she wanna play,would let if if would to play,would ask if she wants to play,0.09744264611591712
[UNK] black people kill black people all the time,people are people people out of the time,people kill black people all of the time,0.18756826382863573
in in a world and its,a little of it,a world with,0.061033220311973134
and then we got a new place and thats where we at now,then we have a new new and is who we are getting and,now we have a new place that is where we are located now,0.23901088824528133
we dont wanna be here honestly so uh we [UNK] to like [UNK] the [UNK],dont want to be here so at scotts would we do like the,dont want to be here honestly so we [UNK] to [UNK] the [UNK],0.32523403430389786
i be trying to either get too deep into [UNK] and stuff i be listening to it,am to get into too fix would to it it,try to get deeply into [UNK] i listen to [UNK],0.06772635600430824
and i thought i was gonna get killed and one day i was on my way from home,i thought i was going to make and and i i i was going my own at,i thought i was going to get killed and one day i was on my way from home,0.3159288889579428
so no i dont wanna go im good im fine,no i dont want to go and fine im fine,no i dont want to go im good im fine,0.5814307369682193
this my this is my week to just chill,this my baby is my favorite at just just,is my this is my week to just [UNK],0.07948346282299562
say like three years ago,did let within three years,would say about three years ago,0.09923912030377631
dont fucking ask me shit if you scared,dont me see me me if you scared,do not speak to me if you are scared of me,0.12891365677085787
um it was like it gave me a opportunity to know different colleges cause i didnt know it was a college named [UNK],it was like it felt me a opportunity to say like because i i didnt know it was a college girlfriend,it was like it gave me an opportunity to know different [UNK] because i didnt know there was a college named [UNK],0.23206417186749642
[UNK] him when you wanted to like,when when you went to like,him when you wanted to like,0.1374292659508281
and the man who cut down trees,black who wants the,man who cut down trees,0.04753271977233425
right off of pennsylvania you know where the dunkin donuts is,basketball of you you you know the the ball is is,off of pennsylvania do you know where the dunkin donuts is,0.06527078148671275
if you want little girls cause i kept on saying i want little girls they say you know what you want little girls,you want chicken girls i could on and i want a girls and were you know what you want to work,you want young [UNK] i kept on saying i want young girls they said you know what you want young girls,0.23891455818410617
they always be running around be,always always forget around around,would always run around,0.05428693985879238
she dont mess with me she tell me to sit down and i sit down,doesnt not come with me she would me to the and and i bleed down,does not mess with me she tells me to sit down and i sit down,0.1313420618349672
and upon the end of the day,the the end of the end,by the end of the day,0.5081327481546147
[UNK] in georgia its pretty much,there there the neighborhood,is in georgia it is,0.0
hustle basically,you,basically,0.0
i dont k i dont think i give anybody that,dont know i dont that,dont think i give anybody that,0.04918801305810201
you know people dont expect you to be a professor you think professor you think of a old white man you know you dont think of a black woman with a [UNK],know you you not you to of are be a job you think you you know i a black you know you know of a black,understand that people do not expect you to be a [UNK] you think [UNK] you think of an old white man understand you do not think of a black,0.07809897173341797
or did yall meet here at the club,did you all anybody here the boys,did you meet here at the club,0.09744264611591712
it was uh,was,was,1.0
then he started messing with the girl rdname2,he started with with with with with,he started dating the girl rdname2,0.081939171811711
but there was drug needles,there was fun opportunities for,there were drug needles,0.0456496931223525
youre [UNK] to see a dude like [UNK] out in [UNK] or whatever just standing on the corner he looks nice he looks,supposed to a a game or the or five just just is on the ground is is,likely to see a guy wearing lots of [UNK] or whatever just [UNK] on the corner he looks nice he looks,0.0358126094311395
it [UNK] its [UNK] sometimes,located located located right,[UNK] its [UNK] sometimes,0.0
and i was ta he was tryna talk to one of my little friends,i was looking he was going to tell with me of a friends,i was [UNK] he was trying to flirt with one of my friends,0.074418784664358
and by the time i got um,by the time i got,by the time i got,1.0
[UNK] a light,a mixture,a light,0.06754436142034707
you not gonna be,not going going to be,not just going to be,0.32184424080043433
eight nine you know i was like i been wanted a little brother little sister,oclock is know i was like i been around that little brother sis,nine you know i was like ive long wanted a little brother little sister,0.21294807603873017
one of em was uh,of them was named,of them was uh,0.43146827293898643
and like we just learn how we doing we figured how to do how to go rugby this this and that and we was outside playing it,like we just stop for many you this are how to do how were go this and we was we were saying,like we just learn how were doing we figured how to do how to do rugby this and that and we were outside playing it,0.18450086697747092
like im just gonna chill just out there,am to the just just,plan to just relax out there,0.0444463871528882
cause i was you know in the store like i didnt have to pay for this,i was you the world in i didnt have to pay for this,i was in the store saying i didnt have to pay for this,0.547332024239071
you going to that school like youre just going to this school that school,will day that going you was did you is is,attended that school youre attending this school attending that school,0.023457495174891017
shit like that,that,that,1.0
cant wait,should think,cannot wait,0.0
its like the [UNK] area of rochester like,the the real the the,like the [UNK] area of rochester,0.037374807627842434
you felt the need to give put her in the bed that i [UNK] in so [UNK] i wanna bring her up around you,are at need to give her her in the situation i i just in the so want to go in the,felt the need to give put her in the bed that i [UNK] in so [UNK] i want to talk about her around you,0.11377605879861442
by my tenth grade i had [UNK] out all the [UNK] classes at my high school,my first grade i had out all the the the corner at my moms school,my tenth grade i had [UNK] out all of the [UNK] classes at my high school,0.12615086618097557
he told his mother what to do,his he his man time is do,[UNK] told his mother what to do,0.03848196746087264
[UNK] we we in here lets see what else um,we in in here what what do,its going good lets see what else um,0.028051604056085533
say if,the see,say that,0.0
he he is like that i try to leave him from time to time,he like he like that know to do home from a to,is that way [UNK] i try to get away from him,0.026380696981716002
cause they gonna make more money off of that,they are going to get him more out of that,they are going to make more money off of it,0.2907153684841096
more people that was under me and stuff like that,people that were fun me and stuff like that,people that were under me and things like that,0.2123795387156078
his his father went up there,his went to his,father went up to [UNK] apartment,0.044022686633808955
i dont think i i dont have to think about it i feel like i know why they gave me a hard time,dont think i dont have to pay about it i feel like i know why they are me a lot,dont think i dont have to think about it i feel like i know why they gave me a hard time,0.6382077270030551
mm you have,have,have,1.0
i tell ya its its about to get extra random cause,tell you to its about to get hired because because,tell you its its about to get extra random because,0.32466791547509893
i feel like ima be nervous,feel like im am be there,feel like i will be nervous,0.10754421249521595
its no its all ages cause its [UNK],no is its the hanging its is not,it [UNK] all ages because there are [UNK],0.0
it aint no fun we cant get outside and get no fresh [UNK] until three oclock and i dont like that and im not,wasnt a point and did get and and i off chinese i i i i i i dont like that i not,isnt any fun we cant get outside and get any fresh air until three oclock and i dont like that and im not,0.13598345546333285
i was selling weed and selling,crack and yes,weed and,0.07249749990681824
and how great i was and i dont need to do this and thats why i dont [UNK],how did how did i i to dont need to do this and that why i dont dont,how great i was and how i dont need to do this and thats why i dont curse,0.36923256374424884
its a study hall where you go to study at,a totally thing because you go to my,a study hall where you go to study,0.17739111163122614
i felt [UNK] cause i didnt get the [UNK] part,saw because because i did get the job for,felt [UNK] because i didnt get the [UNK] part,0.08939367162920239
mmmm nope i was there since sixth grade,i was somewhat in up grade,i was there since sixth grade,0.10754421249521595
didnt really want they didnt wanna coach girl they didnt wanna coach girls basketball it was just the principal said,really know to know make us keep us they didnt want we they was was the the city and,really want they didnt want to coach girl they didnt [UNK] coach girls basketball it was just the principal said,0.08003395494087953
twelve oclock some,basketball me,around twelve oclock,0.0
craziest feeling in the world,the kids world will the tree,the craziest feeling in the world,0.049475702907177795
they got into it my moms like alright we moving,have into bond of teacher like my we what,had a disagreement my moms like alright were moving,0.030601688609851067
f i got a c plus,thought a record the by,got a c plus,0.0456496931223525
ts oh yeah cause you he cause its a lot of things like as i grew up,yeah because you because he a lot of things like i i grew up,yes because you because its a lot of things like as i grew up,0.43748114312246444
like why would you,would you you,would you do that,0.15174681566793558
she got her [UNK] i think at [UNK] university,got her i i think at hard,received her [UNK] i think at [UNK] university,0.1798627802065924
its not a set plan its,not a long drugs,had a set plan,0.061033220311973134
because i know he got a a situation too going on right now,because know he has a low kid isnt she to now now,i know he has a a situation too going on right now,0.22416933501922293
like just stay at one school,are at school school,stay at one school,0.07258113984652705
and i get like a you know like a certain grade point average i think you can have it,i like youth thing i i i think i can have it,get a certain grade point average i think you can have your car,0.0621261899206239
we aint have one this time,have have have one time,will not have one this time,0.1098261401671543
stuff started shutting down,like because,started closing,0.0
like [UNK] [UNK] everything,laughactually go us,[UNK] [UNK] everything,0.0
no we gonna throw out and her and i literally talked like he wasnt s,we are going to throw us out went and and definitely probably he,we are going to throw [UNK] we literally talked like he wasnt s,0.3026643726685863
is finna be twentyone,supposed to be twentyone,going to turn twentyone,0.07258113984652705
how about new kids any any way or anything that a person has to do to join your group of friends,are move new get to are to new to to do your do your do,about new kids [UNK] there anything a person has to do to join your group of friends,0.04256684415870894
i dont really know if i count though cause i really tried,dont really know if i know the because i was really,dont really know if i count though because i really tried,0.4172261448611506
and whoever be the last one,churches the the one one,whoever is the last one,0.05428693985879238
they had to go find the people in,to go to the the people class,to go and find the other players,0.09068059995923879
or gave it to the cashier,give was hit the to for the dog,she could have given it to the cashier,0.03401086821506398
well the person who [UNK] th the his face um is this the one you call it,the person who is the face hidden the one and is the the the it,the person who hides their face is the person that calls for hide and seek,0.11478444221317999
both of yall just p,of the all are,of you just p,0.061033220311973134
uhhuh and how old are you,how how are are you,and how old are you,0.13414195051824768
what grade youre in,she are you in,grade are you in,0.43146827293898643
oh no i had economics like,no i had fun,no i had economics in,0.33602782883534926
[UNK] between fourteen and eighteen im,any and get of am,fourteen and eighteen i,0.0456496931223525
well i guess that was a pretty bad time huh,i guess that was a good time time,i guess that was a pretty bad time,0.5410822690539396
cause all we we didnt have like,we of were did not like,all we we did not have like,0.09782262536517172
and thats been people have hang out,thats people that people people out out,thats [UNK] [UNK] have been hanging out,0.03848196746087264
and then they start talking about [UNK] and something and im like what the fuck is a [UNK],then they are about about and and say like im am what is fuck is a nice,then they start talking about [UNK] and something and i think what the fuck is a [UNK],0.10757558364440717
it mighta been third grade you know what it mighta been third grade,has have been my with you know it it is happen been at,might have been third grade you know what it might have been third grade,0.06412695542496799
with [UNK] and i work here but we actually [UNK] those [UNK] she has her youth come and [UNK] with us and do,everything and hung work could but we are its being five she could us here and and stuff stuff,youth and i work here but we actually [UNK] those [UNK] she has her youth come and [UNK] with us and,0.0407324418792797
um at rdschool4,sixth,rdschool4,0.0
that was my biggest background was poetry,mother attitude arts in in,biggest background was poetry,0.0
thats what a lot of,what a lot of,how a lot of,0.43146827293898643
and a lot of them be like oh im not from here im from here,a lot of them so recorded im im never going here im from here,a lot of them are like oh im not from here im from here,0.3661926362999429
yeah lets go to rdaddress2 whispered,to go to the,lets go to rdaddress2 whispered,0.13100905001347277
but um thats,thats,thats,1.0
he got a car,died a car,has a car,0.21177974141341938
i grow my hair because one i was like you know growing up black you d we always keep your hair cut,met my cousin one i i said like you know what up in knew walk walk walk your program,grow my hair because one i was like you know growing up black you would we always keep our hair cut,0.08127210382678313
we went to [UNK] he [UNK] us,went to clean grawe us is us,went to the [UNK] he [UNK] us,0.09068059995923879
ive g i you know its so funny its this is a memory thats good its so funny that you just said this,been you do know it so shes a is good good good proud though just like,g i you know its ironic its this is a memory thats good its ironic that you just said this,0.01915513103539789
he brown skin,cool,brown skin,0.0
we did like,held,did,0.0
we try to take him out front he wouldnt come out front,are to take out out of of an players three found let out the problem time,try to take him out front of the house he wouldnt come to the front of the house,0.042302455005219966
like this neighborhood,example,example,1.0
jj wanted to um where one of them dresses like that,to to say one lot of that,wanted to um where a dress like that,0.033359167130736105
to theyre like some [UNK] they have these [UNK] [UNK] im like you,teachers are are are are they you you you,brother have [UNK] political [UNK] and are [UNK],0.02573285025273419
he h he saw a lot what i face,he he lot of what i do,saw a lot of what i face everyday,0.35640264633541835
no i gotta hold myself [UNK] i still got this,i have to find she i still have this,i have to hold myself [UNK] i still got this,0.1701713127700448
they beefing over he say she say,over theyre the say say say,arguing over he say she say,0.049475702907177795
then it turned to like a hundred,it was to an a long,it turned to about a hundred,0.049475702907177795
most of my family put up [UNK] of my little cousins and all that so i can see em,my my other at two in my little little and all and that me i i,because my family [UNK] [UNK] of my little cousins and other things for me to see,0.04793496145009402
and then uh math you had to basically apply,then you you had to keep,then math you had to basically apply,0.2126348205471515
yeah i would say,i would say,i would say,0.5757197301274735
cant really link up how you used to but that dont mean we not close,really up she youre knew to see that does not happen we are not,hang out like you used to but that does not mean we are not close,0.14663135529318946
since my mother the [UNK] president,my mother the the preacher holding,my mother is the [UNK] president,0.10754421249521595
got [UNK] in some type of [UNK] situation and im not sure how [UNK] that is but,in in a kind of grass and im im going going how are that,women in some type of [UNK] situation and im not sure how true that is but,0.04707619221181687
i saw the world around me but it was just like i dont wanna participate in that so ima just stay in my bubble,saw the world of me but it was just like i dont want to stay in that i i going to stay in in my,saw the world around me but it was just like i dont want to participate in that so im going to just stay in my [UNK],0.47991931600570387
we get work we work for them [UNK] of like syep,get work we home the and of an types,get [UNK] work for them instead of syep,0.033866335496821456
they were none of our none of the our age,were still any any as in neighborhood,were [UNK] of them were our age,0.03235934848975789
and i was like oh this is cool whispered and its stuff that like,i was like this lord is good and and its like like like,i was like oh this is great whispered and its stuff that like,0.13762368688544474
is he gonna,he going,he going to,0.13427896671164932
for wha,being,what,0.0
lot of white friends lot of white girlfriends and all yeah,of a an and and the game and all of,of white friends lot of white [UNK] and all yes,0.06772635600430824
if my mother want me to go,my mother showed me to go,my mother wants me to go,0.293945703509473
and actually the guys like nah man,the the best like,actually the person says no,0.04753271977233425
anything special you do,you do,you do anything special,0.08144431026514741
only thing that separate em is the boys and girls club,president ones that provided named boys are the boys and where ball and then,only thing that [UNK] the neighborhoods in a beef is the boys and girls club,0.09014722008544053
i aint his girlfriend yet,not my involved my,not his girlfriend yet,0.061033220311973134
some of em go home,of them go to,of them go home,0.43146827293898643
yeah i love your hair,i love your,i love your hair,0.41252121275142684
in front of me theyd be shy,a of the thinking it are it,front of a crowd they get [UNK],0.03848196746087264
just chill,relax,relax,1.0
when i actually ended up getting locked up im like okay like you gotta keep your [UNK] about yourself because you know how,i feel ended up in in up like like like you are to your your your you you you know how you,i actually ended up getting locked up im like okay like you have to keep your [UNK] about yourself because you know how,0.09161983398355156
mmhm and so like so [UNK] but just,so so so lived so it there,so like i was so [UNK] but just,0.033359167130736105
and they do the same thing,they do the the the same do,they do some of the same things that they [UNK] others for doing,0.049176108106046626
okay nah no you need to you need to take some time figure out what exactly you want to do in life,no no need to you would to take a time you want to do in,no you need to you need to take some time figure out what exactly you want to do in life,0.2711699229360488
you could spot somebody from the east side if theyre on the west side and if youre on the west side you can spot somebody on the east side its a weird type of thing,could akyou somebody from the side side they you on the ball and you you you on the floor city can be the on the ball city a relivious and,could recognize somebody from the east side if theyre on the west side and if youre on the west side you can identify somebody on the east side its a weird type of thing,0.07018822551708878
he ran [UNK] the field like [UNK] like really fast and he like literally,successful away the city like like really drugs that said that and,ran across the field [UNK] really fast and he like literally,0.028347903757100078
its so easy its so easy and i got they got at least,so so so so so and had on seen at at,so easy its so easy i got they had at least,0.030544559360566513
i dig that,are,understand so,0.0
neighborhood beef stuff,are and,disagreement,0.0
he need to take you to dinner yall need to go on a [UNK],needs to meet you to keep you did other to go on a runway,needs to take you to dinner you two need to go on a [UNK],0.24739977342883948
so what are yall ages,what are you studying are,what are you alls ages,0.29950981436291046
you know what i mean it im,you understand what i mean it is,you know what i mean it,0.4347208719449914
and im like [UNK],im like hey,im like stop,0.21177974141341938
stay in the house and cook,am in the house and,stay in the house and cook,0.5475182535069453
uh like college,that,college,0.0
and me and him are only seven months,and and and still still telling places,older brother and i are only seven months apart,0.024317315608763098
it wasnt too much [UNK],are too too much,was not too much [UNK],0.13100905001347277
where people that get abused and stuff go,people mainly get around and and,people that get abused go,0.044706344276931285
its a hood on hood situation,matter on in,hood thing neighborhoods against other [UNK],0.0
i said if you get a bowl you dont have to pay,said if you you have a job you have not have to,told her if you get a bowl you do not have to pay extra,0.12254506300552277
eh yeah like it and [UNK] i have this i kind of came up with this whole [UNK] that one in every five friends that you may have probably know me or,like like a and did of resented up with this cupcakes thing all is was another family another with you got have crazy know,i have this i kind of came up with this whole [UNK] that one in every five friends that you may have probably know me or,0.05946149867822378
[UNK] story i had was,year of of,most touching story was,0.0
because we have like the so called honest kids,we have like big so so with from,we have the so called honest kids,0.07882588442342651
what do you wanna be when you finish school,do you want to be when you finish school,do you want to do when you finish school,0.5969491792019646
that gets to a lot of us,had a lot of us,[UNK] a lot of us,0.668740304976422
i get you,get you,understand you,0.06754436142034707
[UNK] them [UNK] people do the same thing,some people people all the same thing,the [UNK] people do the same thing,0.20748340713083765
again i mean just s still thinking of the teachers that ive had ms rdname3,that mean that but much of the community that had had ended i,i mean just still thinking of the teachers that ive had ms rdname3,0.05823584617299056
youre gonna be my advisor yeah ill be your advisor okay so i,going to be my senior because do your own so so i,going to be my advisor yes ill be your advisor okay so i,0.24107473040766186
i dont do nothing but just go to peoples house and say trick or [UNK],dont do anything but just to do and say say to anything,dont do anything but go to houses and say trick or [UNK],0.2620251007173262
if it happen outside of school its different,the went to of it,we hang out together outside of school that is ok,0.016793583595498873
i was in fourth grade literally like a week and they come up to me and are like,was in the grade when a a assistant and they come up and me and they like,was in fourth grade literally like a week and they came up to me and are like,0.06775875292600428
and at the time he was actually staying with us too and i remember them coming home one day,at the time time was getting with with us and i i remember all all home,at the time he was actually living with us too and i remember them coming home one day,0.1177894507052641
mmhm so like an [UNK] kind of thing,like like of of kind kind,so kind of like an [UNK],0.049475702907177795
but i dont even,dont even,dont,0.06754436142034707
would you trip ay would you trip if um,you tell that just you you mean or,you think its [UNK] would you think its crazy if um,0.023375305086586123
so this uh [UNK] came,this time rdname2,this [UNK] [UNK],0.07249749990681824
we had j we was just walking you know me i stopped there and im like ooh lets go in here,had we we knew just grieving to know me i will there and im like hes and go in here,had j we were just walking you know me i stopped there and im say ooh lets go in here,0.15358999687446875
he work for home [UNK] thats all i know,is home that that for he of know,works for home [UNK] thats all i know,0.03763921292692165
rdname2 still at the basketball court,did at the the same,is still at the basketball court,0.09923912030377631
and um people from the neighborhood was in the bars,people people from the neighborhood area in the neighborhood,um people from the neighborhood were in the [UNK],0.3549481056010053
the little teen go go,little on on,teen gogo,0.0
pretend i dont know it and you telling it to me okay,i dont know it happens you it to you when,i dont know it and tell it to me okay,0.31239399369202553
so he still need a,he still needs a,he still needs a,1.0
it got some marbles with it,has a with it,has marbles with it,0.18616487055295167
oh so when yall moved to florida you had your tell me [UNK] your house in florida cause i never knew you lived in florida,when when you need have to you you had your own me out mother because football i i never give you were in,so when you all moved to florida you had your tell me [UNK] your house in florida because i didnt know you lived in florida,0.07657558029327269
cause its its real,its its its,its real,0.07249749990681824
eighth street over on the northeast side is way different,mothers on on the side is is off different off,street over on the northeast side is very different,0.08516138411042476
yeah cause we had um,because we had,because we had um,0.41252121275142684
yeah totally totally,definitely,totally totally,0.0
okay yeah so,so so,yes,0.0
it would be [UNK] and my mom dont have the money for it,would be exciting and my mom have have the problem for it,would be [UNK] and my mom doesnt have the money for it,0.17515661267572666
rdname3 i cant even think of her last name now just [UNK] my mind sorry,i cant even think of us house name is is saw my girlfriend,i cant even think of her last name now it just [UNK] my mind sorry,0.26970156334232565
he he do [UNK] work,he he work work,does [UNK] work,0.061033220311973134
oh you played how do you play marbles what can kind of games,you iokay how you you play what what do of games,you played how do you play marbles what kind of games,0.0872984046349474
why i look,look i look,do i look,0.21177974141341938
the germs and all that you you,am you you that and you you,believe it kills germs and more,0.03235934848975789
im like,think,thought,0.0
like as far as cycles and bras and this and [UNK] [UNK] and,as for away the are and this and he and and,as far as menstrual [UNK] and bras and [UNK] [UNK] and,0.030544559360566513
coming up,up,up,1.0
in dc,in,dc,0.0
[UNK] call that thing you have to take your rope and you put it on one feet and you take that one and [UNK],are you have your you and have to your your job and you it with this and and and something,do you call that thing you have to take a rope and put it on one feet and take that one and [UNK],0.04290457138806685
brothers and sister cause,and rdname2,and sister because,0.04096772609215166
cause rdname1 gonna be at college,youre going to be at college,rdname1 going to be at college,0.7598356856515925
over there it was right behind [UNK],there it was right to my,there it was directly behind [UNK],0.23376641384792204
did they [UNK] obama,they come somebody saw not,they do to obama what they did to tupac,0.020511729322935702
it it was it is,was it it nice,is was it is,0.16821895003341453
i love my brothers because they funny,love my my my they are saying,love y brothers because they are funny,0.09068059995923879
um do you have a favorite teacher,you have a favorite teacher,you have a favorite teacher,1.0
[UNK] [UNK] playing in it,in in in,[UNK] starred in it,0.05194672862155564
and im like man,im think,i said man,0.0
tryna find a job,to a a certain,to find a job,0.07258113984652705
your phone [UNK],friends,phone is dead,0.0
i aint really,did not,have not really,0.04096772609215166
trying to feed,to think,to stay fed,0.04096772609215166
she didnt have a car who was gonna drive there,didnt have a car who was going to there,didnt have a car who was going to drive there,0.795637166192145
thats why i spend a lot of time to myself,why i get a lot of friends to,why i spend a lot of time alone,0.20757840628873095
and they found the gold,they saw the,they found gold,0.07249749990681824
you right there,are missing there,are right there,0.08621454270909737
i was waiting on that too when i gain weight,thought not on minnesota but when i i i found some anyone,was waiting to work out again too when i gain weight,0.04774753205784679
so do yall like [UNK] against each other in the games or yall usually play together,do you all like talking each game or you you all you play each together,do you all [UNK] against each other [UNK] game or do yall usually play together,0.11868095023232444
sigh that is some pretty good conversation though,is are a good at,we had a great conversation,0.0456496931223525
cause i know how you can take like look yall shut up i know how you can be,i know how you can take them rdname2 up know up know how you can be,i know how you can take like look yall shut up i know how you can be,0.5095172447616116
cause she was mad,she was the,she was mad,0.21177974141341938
if you out of state,you out of state,youre out of state,0.43146827293898643
shes her close to hitting that thirty year [UNK] point,always at to that boys place because,her close to the thirty year [UNK],0.03235934848975789
and thats how i [UNK] it like,thats how i am it,thats how i understood her [UNK],0.24521789586759227
be a [UNK] [UNK],a card on,an [UNK] [UNK],0.0
my [UNK] gone,sons has out,[UNK] is gone,0.0
trash in the trash can that make me mad right there,in the mod that make things me off,in the trash can that makes me mad right there,0.06596748331455397
just [UNK] left and right,the the,left and right,0.0
say i forgot,decided the are,forgot what you say,0.0
think he got locked up when,think he got up up when,think he got locked up when,0.293945703509473
a old [UNK],matter are the,old mentor,0.0
mother sent away he had about eight or nine [UNK] and they all different kind,whatever him about had to to and could and all they have they of types,sent away he had about eight or nine [UNK] and they are all different,0.02480998857358976
like oh he new f he a new face im not a new face but its just that,like like oh are a a new new what,not like they are seeing a new face,0.07517081801936397
they aint let the um preacher d,arent not let the house over,would not let the preacher die,0.23376641384792204
you was tryna be sh i saw you [UNK] that [UNK] right there,were supposed to stop like i did you cutting that for throw now,were trying to be sh i saw you throwing that [UNK] right there,0.02799946799246989
and it made me realize man the community i was in theres fifteen [UNK] with guns,it made me a the youth i was in the and new,it made me realize the community i was in there were fifteen [UNK] with guns,0.14407770952973062
so i get out my car,i get out of a car,i get out of my car,0.537284965911771
you know she [UNK] me to keep going,she is me to come going to,she [UNK] me to keep going,0.09744264611591712
for sure oh ooh my gosh thought she was gonna say more than that,example if its he mother at thought going was going to say more more,sure oh ooh my gosh i [UNK] she was going to say more than that,0.24752151086880247
like some that you know of like some hood beefs,that things you are that a some things,some that you know of like some [UNK] disagreements,0.03321648882373042
the mall or something,or the school or,at the mall,0.061033220311973134
cause we the [UNK],we the the locks,we have the [UNK] relationship,0.056526248548690414
you get jumped,you get get,you could get jumped,0.06177541927786947
what kind of things do you do with your girlfriends,kind are you do uh the dog does you,things do you do with your friends who are girls,0.06259788353343847
miss rdname2 i aint hardly like her,doesnt did not like her,i did not like her,0.668740304976422
cause of the laugh,of the songs,of the laugh,0.21177974141341938
but it wasnt until i got to rdschool3 that i was like dang i was really poor laugh,it wasnt i i got to that i was because i really looking,it wasnt until i got to that i realized we were very poor,0.33260249505555045
you have to take under [UNK] thats when you turn back this a way,you you have to for game when,when you turn back this way,0.03848196746087264
which is kind of cool i like to have that connection with other people like,is kind kind i like to have that with with each stuff like,is very [UNK] i like to have that connection with other people like,0.32523403430389786
well the the the one person who t touched the tree,the the is the that most and,person who last touched the tree,0.03235934848975789
and you sposta say,you supposed to say,youre supposed to say,0.43146827293898643
so the girlfriend jump in it,the best has in it,the girlfriend jumped into it,0.05428693985879238
all the [UNK] up,the patrols the,the [UNK],0.07249749990681824
elementary school recorder and putting em on a [UNK] beat,and and and fridays different money and a lot beat,school recorder and put those notes on a [UNK] beat,0.03087179980863256
oh i cant wait til i start making this [UNK] of money,i cant watch until i start going this beat of money,i cant wait until i start making this amount of money,0.17642647299178843
i think that in a couple of years when theyre ready to raise their children or whatever the case may be i think theyre gonna move on up out of here,think that a a couple of when when they called to try us own the the fuck is be going am they going to bring right,think that in a couple of years when theyre ready to raise their children or whatever the case may be i think theyre going to move out of here,0.0708402599000123
your shoes is on [UNK] so that means your shoes are tight,attitudes is on staying that that your your are are of in,shoes are on [UNK] so that means your shoes are tight,0.02997425881153643
you got,have,have,1.0
i [UNK] if thats the same place cause when i went i was in new york,guess if the the same thing when when i was in was in the,[UNK] if thats the same place because when i went i was in new york,0.12330178102983679
i dont know nothing about that i just w i just want to live on a [UNK],dont know anything about that i just want just want to live on a runway,dont know anything about that i just i just want to live on a [UNK],0.7434855737622397
my me and my cousin graduated this,gosh and my went this,cousin and i graduated,0.0456496931223525
this is new for me this whole like [UNK] accent thing,is out stuff me this thing thing like and is,is new for me this whole [UNK] accent thing,0.06772635600430824
mmhm hood beef,are thing,disagreement,0.0
and i said to him but t [UNK] [UNK] my business i said,i used to him but now is are more my i said,i said to him but ti should have [UNK] him i said,0.13929692701099317
for one thing i dont have money be spending,example thing i dont have a to the,one thing i dont have money to spend,0.3655552228545123
its funny cause now im older,quiet because im im older,funny because now im older,0.13414195051824768
